"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女"
"A 農業，林業_020管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_020管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_020管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_020管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_020管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_020管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_021育林業","18.0","195.0","175.0","20.0","144.0","129.0","15.0","-","-","-","-","-","-","-","18.0","195.0","175.0","20.0","144.0","129.0","15.0","9.0","44.0","36.0","8.0","24.0","21.0","3.0"
"A 農業，林業_021育林業_1～4人","11.0","21.0","17.0","4.0","6.0","5.0","1.0","-","-","-","-","-","-","-","11.0","21.0","17.0","4.0","6.0","5.0","1.0","5.0","13.0","9.0","4.0","4.0","3.0","1.0"
"A 農業，林業_021育林業_5～9人","4.0","23.0","20.0","3.0","18.0","16.0","2.0","-","-","-","-","-","-","-","4.0","23.0","20.0","3.0","18.0","16.0","2.0","3.0","18.0","16.0","2.0","13.0","12.0","1.0"
"A 農業，林業_021育林業_10～19人","1.0","13.0","11.0","2.0","7.0","6.0","1.0","-","-","-","-","-","-","-","1.0","13.0","11.0","2.0","7.0","6.0","1.0","1.0","13.0","11.0","2.0","7.0","6.0","1.0"
"A 農業，林業_021育林業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_021育林業_30～49人","1.0","39.0","36.0","3.0","26.0","23.0","3.0","-","-","-","-","-","-","-","1.0","39.0","36.0","3.0","26.0","23.0","3.0","-","-","-","-","-","-","-"
"A 農業，林業_021育林業_50～99人","1.0","99.0","91.0","8.0","87.0","79.0","8.0","-","-","-","-","-","-","-","1.0","99.0","91.0","8.0","87.0","79.0","8.0","-","-","-","-","-","-","-"
"A 農業，林業_021育林業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_021育林業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_021育林業_(再掲)5人以下","14.0","36.0","30.0","6.0","18.0","15.0","3.0","-","-","-","-","-","-","-","14.0","36.0","30.0","6.0","18.0","15.0","3.0","7.0","23.0","18.0","5.0","11.0","9.0","2.0"
"A 農業，林業_021育林業_(再掲)20人以下","16.0","57.0","48.0","9.0","31.0","27.0","4.0","-","-","-","-","-","-","-","16.0","57.0","48.0","9.0","31.0","27.0","4.0","9.0","44.0","36.0","8.0","24.0","21.0","3.0"
"A 農業，林業_022素材生産業","7.0","35.0","26.0","9.0","25.0","19.0","6.0","-","-","-","-","-","-","-","7.0","35.0","26.0","9.0","25.0","19.0","6.0","7.0","35.0","26.0","9.0","25.0","19.0","6.0"
"A 農業，林業_022素材生産業_1～4人","5.0","17.0","13.0","4.0","10.0","8.0","2.0","-","-","-","-","-","-","-","5.0","17.0","13.0","4.0","10.0","8.0","2.0","5.0","17.0","13.0","4.0","10.0","8.0","2.0"
"A 農業，林業_022素材生産業_5～9人","1.0","5.0","4.0","1.0","4.0","3.0","1.0","-","-","-","-","-","-","-","1.0","5.0","4.0","1.0","4.0","3.0","1.0","1.0","5.0","4.0","1.0","4.0","3.0","1.0"
"A 農業，林業_022素材生産業_10～19人","1.0","13.0","9.0","4.0","11.0","8.0","3.0","-","-","-","-","-","-","-","1.0","13.0","9.0","4.0","11.0","8.0","3.0","1.0","13.0","9.0","4.0","11.0","8.0","3.0"
"A 農業，林業_022素材生産業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_022素材生産業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_022素材生産業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_022素材生産業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_022素材生産業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_022素材生産業_(再掲)5人以下","6.0","22.0","17.0","5.0","14.0","11.0","3.0","-","-","-","-","-","-","-","6.0","22.0","17.0","5.0","14.0","11.0","3.0","6.0","22.0","17.0","5.0","14.0","11.0","3.0"
"A 農業，林業_022素材生産業_(再掲)20人以下","7.0","35.0","26.0","9.0","25.0","19.0","6.0","-","-","-","-","-","-","-","7.0","35.0","26.0","9.0","25.0","19.0","6.0","7.0","35.0","26.0","9.0","25.0","19.0","6.0"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)","3.0","9.0","8.0","1.0","7.0","7.0","-","-","-","-","-","-","-","-","3.0","9.0","8.0","1.0","7.0","7.0","-","2.0","7.0","6.0","1.0","5.0","5.0","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_1～4人","2.0","4.0","4.0","-","3.0","3.0","-","-","-","-","-","-","-","-","2.0","4.0","4.0","-","3.0","3.0","-","1.0","2.0","2.0","-","1.0","1.0","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_5～9人","1.0","5.0","4.0","1.0","4.0","4.0","-","-","-","-","-","-","-","-","1.0","5.0","4.0","1.0","4.0","4.0","-","1.0","5.0","4.0","1.0","4.0","4.0","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_(再掲)5人以下","3.0","9.0","8.0","1.0","7.0","7.0","-","-","-","-","-","-","-","-","3.0","9.0","8.0","1.0","7.0","7.0","-","2.0","7.0","6.0","1.0","5.0","5.0","-"
"A 農業，林業_023特用林産物生産業(きのこ類の栽培を除く)_(再掲)20人以下","3.0","9.0","8.0","1.0","7.0","7.0","-","-","-","-","-","-","-","-","3.0","9.0","8.0","1.0","7.0","7.0","-","2.0","7.0","6.0","1.0","5.0","5.0","-"
"A 農業，林業_024林業サービス業","22.0","398.0","371.0","27.0","297.0","275.0","22.0","-","-","-","-","-","-","-","22.0","398.0","371.0","27.0","297.0","275.0","22.0","7.0","76.0","65.0","11.0","64.0","58.0","6.0"
"A 農業，林業_024林業サービス業_1～4人","4.0","12.0","8.0","4.0","6.0","4.0","2.0","-","-","-","-","-","-","-","4.0","12.0","8.0","4.0","6.0","4.0","2.0","3.0","10.0","6.0","4.0","6.0","4.0","2.0"
"A 農業，林業_024林業サービス業_5～9人","3.0","19.0","16.0","3.0","15.0","13.0","2.0","-","-","-","-","-","-","-","3.0","19.0","16.0","3.0","15.0","13.0","2.0","2.0","13.0","11.0","2.0","9.0","8.0","1.0"
"A 農業，林業_024林業サービス業_10～19人","8.0","90.0","77.0","13.0","81.0","70.0","11.0","-","-","-","-","-","-","-","8.0","90.0","77.0","13.0","81.0","70.0","11.0","1.0","12.0","8.0","4.0","9.0","7.0","2.0"
"A 農業，林業_024林業サービス業_20～29人","2.0","46.0","46.0","-","33.0","33.0","-","-","-","-","-","-","-","-","2.0","46.0","46.0","-","33.0","33.0","-","-","-","-","-","-","-","-"
"A 農業，林業_024林業サービス業_30～49人","4.0","157.0","152.0","5.0","110.0","105.0","5.0","-","-","-","-","-","-","-","4.0","157.0","152.0","5.0","110.0","105.0","5.0","1.0","41.0","40.0","1.0","40.0","39.0","1.0"
"A 農業，林業_024林業サービス業_50～99人","1.0","74.0","72.0","2.0","52.0","50.0","2.0","-","-","-","-","-","-","-","1.0","74.0","72.0","2.0","52.0","50.0","2.0","-","-","-","-","-","-","-"
"A 農業，林業_024林業サービス業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_024林業サービス業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_024林業サービス業_(再掲)5人以下","4.0","12.0","8.0","4.0","6.0","4.0","2.0","-","-","-","-","-","-","-","4.0","12.0","8.0","4.0","6.0","4.0","2.0","3.0","10.0","6.0","4.0","6.0","4.0","2.0"
"A 農業，林業_024林業サービス業_(再掲)20人以下","16.0","141.0","121.0","20.0","122.0","107.0","15.0","-","-","-","-","-","-","-","16.0","141.0","121.0","20.0","122.0","107.0","15.0","6.0","35.0","25.0","10.0","24.0","19.0","5.0"
"A 農業，林業_029その他の林業","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"A 農業，林業_029その他の林業_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業","49.0","644.0","470.0","174.0","425.0","315.0","110.0","-","-","-","-","-","-","-","46.0","615.0","442.0","173.0","398.0","289.0","109.0","29.0","330.0","217.0","113.0","221.0","169.0","52.0"
"B 漁業__1～4人","13.0","29.0","24.0","5.0","18.0","14.0","4.0","-","-","-","-","-","-","-","13.0","29.0","24.0","5.0","18.0","14.0","4.0","9.0","23.0","20.0","3.0","13.0","11.0","2.0"
"B 漁業__5～9人","12.0","83.0","62.0","21.0","57.0","45.0","12.0","-","-","-","-","-","-","-","10.0","71.0","50.0","21.0","47.0","35.0","12.0","9.0","63.0","43.0","20.0","41.0","29.0","12.0"
"B 漁業__10～19人","14.0","176.0","123.0","53.0","108.0","70.0","38.0","-","-","-","-","-","-","-","13.0","159.0","107.0","52.0","91.0","54.0","37.0","7.0","80.0","42.0","38.0","58.0","33.0","25.0"
"B 漁業__20～29人","5.0","127.0","113.0","14.0","83.0","69.0","14.0","-","-","-","-","-","-","-","5.0","127.0","113.0","14.0","83.0","69.0","14.0","1.0","27.0","23.0","4.0","25.0","21.0","4.0"
"B 漁業__30～49人","3.0","112.0","74.0","38.0","69.0","51.0","18.0","-","-","-","-","-","-","-","3.0","112.0","74.0","38.0","69.0","51.0","18.0","2.0","77.0","49.0","28.0","51.0","43.0","8.0"
"B 漁業__50～99人","2.0","117.0","74.0","43.0","90.0","66.0","24.0","-","-","-","-","-","-","-","2.0","117.0","74.0","43.0","90.0","66.0","24.0","1.0","60.0","40.0","20.0","33.0","32.0","1.0"
"B 漁業__100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業__出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業__(再掲)5人以下","14.0","34.0","29.0","5.0","19.0","15.0","4.0","-","-","-","-","-","-","-","14.0","34.0","29.0","5.0","19.0","15.0","4.0","10.0","28.0","25.0","3.0","14.0","12.0","2.0"
"B 漁業__(再掲)20人以下","39.0","288.0","209.0","79.0","183.0","129.0","54.0","-","-","-","-","-","-","-","36.0","259.0","181.0","78.0","156.0","103.0","53.0","25.0","166.0","105.0","61.0","112.0","73.0","39.0"
"B 漁業_03漁業(水産養殖業を除く)","12.0","198.0","144.0","54.0","135.0","121.0","14.0","-","-","-","-","-","-","-","9.0","169.0","116.0","53.0","108.0","95.0","13.0","6.0","157.0","106.0","51.0","99.0","87.0","12.0"
"B 漁業_03漁業(水産養殖業を除く)_1～4人","2.0","4.0","3.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-","2.0","4.0","3.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_5～9人","6.0","40.0","36.0","4.0","31.0","28.0","3.0","-","-","-","-","-","-","-","4.0","28.0","24.0","4.0","21.0","18.0","3.0","3.0","20.0","17.0","3.0","15.0","12.0","3.0"
"B 漁業_03漁業(水産養殖業を除く)_10～19人","1.0","17.0","16.0","1.0","17.0","16.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_30～49人","2.0","77.0","49.0","28.0","51.0","43.0","8.0","-","-","-","-","-","-","-","2.0","77.0","49.0","28.0","51.0","43.0","8.0","2.0","77.0","49.0","28.0","51.0","43.0","8.0"
"B 漁業_03漁業(水産養殖業を除く)_50～99人","1.0","60.0","40.0","20.0","33.0","32.0","1.0","-","-","-","-","-","-","-","1.0","60.0","40.0","20.0","33.0","32.0","1.0","1.0","60.0","40.0","20.0","33.0","32.0","1.0"
"B 漁業_03漁業(水産養殖業を除く)_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_(再掲)5人以下","2.0","4.0","3.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-","2.0","4.0","3.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-"
"B 漁業_03漁業(水産養殖業を除く)_(再掲)20人以下","9.0","61.0","55.0","6.0","51.0","46.0","5.0","-","-","-","-","-","-","-","6.0","32.0","27.0","5.0","24.0","20.0","4.0","3.0","20.0","17.0","3.0","15.0","12.0","3.0"
"B 漁業_030管理，補助的経済活動を行う事業所","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_030管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B 漁業_031海面漁業","11.0","197.0","143.0","54.0","134.0","120.0","14.0","-","-","-","-","-","-","-","8.0","168.0","115.0","53.0","107.0","94.0","13.0","6.0","157.0","106.0","51.0","99.0","87.0","12.0"
